,movieId,title,genres,imdbId,tmdbId,cover
263,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106.0,https://m.media-amazon.com/images/M/MV5BOTI2ZTZmMmItMmM3YS00ZjUwLWJiODMtMmRjMWM4NDE0OWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
264,304,Roommates (1995),Comedy|Drama,114296,161495.0,https://m.media-amazon.com/images/M/MV5BMDVjMDU0NDUtNzQxYy00MjgyLWI3ZTAtNjc1ZDAxMWE4NTAzXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg
265,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586.0,https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
266,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110.0,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
267,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108.0,https://m.media-amazon.com/images/M/MV5BZGJhNDdmMWMtNzZiYy00MmFiLThjNmUtYTE1ZjRkNjdjYmQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
268,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109.0,https://m.media-amazon.com/images/M/MV5BNTliYTI1YTctMTE0Mi00NDM0LThjZDgtYmY3NGNiODBjZjAwXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
269,310,Rent-a-Kid (1995),Comedy,114268,36357.0,https://m.media-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@.jpg
270,311,Relative Fear (1994),Horror|Thriller,110965,92769.0,https://m.media-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@.jpg
271,312,Stuart Saves His Family (1995),Comedy,114571,28033.0,https://m.media-amazon.com/images/M/MV5BMTMwODE1MDkxOF5BMl5BanBnXkFtZTcwNTEyNzIyMQ@@.jpg
272,313,"Swan Princess, The (1994)",Animation|Children,111333,22586.0,https://m.media-amazon.com/images/M/MV5BNDM2OGM1MjAtYjA3Zi00NzEzLWFiOWMtYjg4MDdiMzYzMWVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDA5Mjg5MjA@.jpg
273,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334.0,https://m.media-amazon.com/images/M/MV5BNTY3MTAzMDI4MF5BMl5BanBnXkFtZTcwMjE3NTYyMQ@@.jpg
274,315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636.0,https://m.media-amazon.com/images/M/MV5BYjMwZDMwZTItMTc2MC00NDRlLWI3YmUtNTg0ZmQ3MzdhNDJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg
275,316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164.0,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
276,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395.0,https://m.media-amazon.com/images/M/MV5BMTZlNzk1MjItYjJlYy00MTAxLWJkNjEtZmNiNmVlNjQ4NDE5XkEyXkFqcGdeQXVyMzI0NDc4ODY@.jpg
277,318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278.0,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
278,319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905.0,https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg
279,320,Suture (1993),Film-Noir|Thriller,108260,87078.0,https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
280,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527.0,https://m.media-amazon.com/images/M/MV5BMzhjMDQ1YTctNTNmNS00NDZjLWFjYjUtM2FhZTA2NmYxZjJlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg
281,322,Swimming with Sharks (1995),Comedy|Drama,114594,20306.0,https://m.media-amazon.com/images/M/MV5BZjNhZmVmZGQtMTQ3OS00YWEzLThjMWUtMWFiNjA3YzQ1Yjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
282,324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614.0,https://m.media-amazon.com/images/M/MV5BMTA0NjExNjQ3NTdeQTJeQWpwZ15BbWU3MDczNjcyOTQ@.jpg
283,325,National Lampoon's Senior Trip (1995),Comedy,113936,27993.0,https://m.media-amazon.com/images/M/MV5BMzNjNDA3MjEtZDMzZi00YTIzLWE5MzYtYzg1NDE3MjNjMmY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
284,326,To Live (Huozhe) (1994),Drama,110081,31439.0,https://m.media-amazon.com/images/M/MV5BMWQ2OTRlNzMtM2ZiNi00YzlkLWIyNjEtNjg2NGIzYjc1NmEwXkEyXkFqcGdeQXVyMjcxNjI4NTk@.jpg
285,327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067.0,https://m.media-amazon.com/images/M/MV5BMzc0NjBmMzgtMTUxMS00YWFjLTk4NTYtNjE4NTJhOTU3ZTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
286,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059.0,https://m.media-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
287,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193.0,https://m.media-amazon.com/images/M/MV5BNjFiMzc4YzAtNGMzYS00NjI0LWJhYTYtN2JiOTI2ODczYzE3XkEyXkFqcGdeQXVyNTUyMzE4Mzg@.jpg
288,330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066.0,https://m.media-amazon.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
289,331,Tom & Viv (1994),Drama,111454,46797.0,https://m.media-amazon.com/images/M/MV5BZDYzOGZlNzUtMGQ4Mi00OTVmLWEyMWYtN2Q4ZjE4N2MwZjg0XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
290,332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122.0,https://m.media-amazon.com/images/M/MV5BNTY5MzEwMjctMmQ1MS00YThmLWJhMjQtYzMxOWZlNTEyNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
291,333,Tommy Boy (1995),Comedy,114694,11381.0,https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg
292,334,Vanya on 42nd Street (1994),Drama,111590,32636.0,https://m.media-amazon.com/images/M/MV5BZDQ1ODk1NDEtOWRkYi00ZTcyLThjNTItZTZlN2VkYTRiNGFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg
293,335,Underneath (1995),Mystery|Thriller,114788,36141.0,https://m.media-amazon.com/images/M/MV5BMThkNTIwZjItMjg2Ni00MGRiLWIxYTgtOThhODE2ZGNlZTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
294,336,"Walking Dead, The (1995)",Drama|War,114888,95963.0,https://m.media-amazon.com/images/M/MV5BNGZiMzlhMDItMmUxOC00NzA1LTkyMzItMzRhMmZjOWM0ZjBhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
295,337,What's Eating Gilbert Grape (1993),Drama,108550,1587.0,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
296,338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271.0,https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
297,339,While You Were Sleeping (1995),Comedy|Romance,114924,2064.0,https://m.media-amazon.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@.jpg
298,340,"War, The (1994)",Adventure|Drama|War,111667,19855.0,https://m.media-amazon.com/images/M/MV5BNzdiNTFjMWYtOWUyYi00NTI3LTk5MzYtNTUzMGY3MDM3NTMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
299,341,Double Happiness (1994),Drama,109655,60855.0,https://m.media-amazon.com/images/M/MV5BNDBhZDBkZmYtYTM0Yy00ZGViLWExOGItMWQxYjI1OGM4ODZjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
300,342,Muriel's Wedding (1994),Comedy,110598,236.0,https://m.media-amazon.com/images/M/MV5BNTU2M2Q0YzktZGE4MC00YTQ1LWJmZGUtYzdjZTdiODBkY2ZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg
301,343,"Baby-Sitters Club, The (1995)",Children,112435,48287.0,https://m.media-amazon.com/images/M/MV5BZDAyNzZkOTgtNjE3OS00ZDdlLTgxMzQtYzJhYWViNDk2YzFjL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@.jpg
302,344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049.0,https://m.media-amazon.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@.jpg
303,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759.0,https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@.jpg
304,346,Backbeat (1993),Drama|Musical,106339,12635.0,https://m.media-amazon.com/images/M/MV5BMTQxMzAxNjkxNl5BMl5BanBnXkFtZTcwODEzOTUyMQ@@.jpg
305,347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497.0,https://m.media-amazon.com/images/M/MV5BNWViYWQzNDYtOGQ3Ny00N2IxLThmOTctZTZjNzVjYmVkMzhjXkEyXkFqcGdeQXVyMjUyNDk2ODc@.jpg
306,348,Bullets Over Broadway (1994),Comedy,109348,11382.0,https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
307,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,9331.0,https://m.media-amazon.com/images/M/MV5BNDczOWNiMmEtZjA4MS00NDMzLWExNTktYjc0MGU0YTQ3ZDExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
308,350,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731.0,https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
309,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,10464.0,https://m.media-amazon.com/images/M/MV5BYTdmN2I5OTgtMWMzYi00YWYyLWJmZDgtYjI1ZWYzMjA2YTUyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg
310,352,Crooklyn (1994),Comedy|Drama,109504,34152.0,https://m.media-amazon.com/images/M/MV5BYWEyM2Q3NDktM2E2Ni00OWIyLWIyYmItMWEyOGRmN2FkZjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
311,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,9495.0,https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
312,354,Cobb (1994),Drama,109450,29973.0,https://m.media-amazon.com/images/M/MV5BMzg5YzgwMjgtOWFiYy00YmEyLWJlY2EtZjg5YWQwOTlkMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
313,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888.0,https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
314,356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
315,357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712.0,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@.jpg
316,358,Higher Learning (1995),Drama,113305,16295.0,https://m.media-amazon.com/images/M/MV5BOWFlM2FkM2YtZWFmMC00YjRlLThhNjAtYTY5MDQ3MDFkMDM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
317,359,I Like It Like That (1994),Comedy|Drama|Romance,110091,48992.0,https://m.media-amazon.com/images/M/MV5BMTIyODAzNjAyNF5BMl5BanBnXkFtZTcwNjc3ODUyMQ@@.jpg
318,360,I Love Trouble (1994),Action|Comedy,110093,10879.0,https://m.media-amazon.com/images/M/MV5BMWFhMTc1OWEtYmI1MS00YTcwLWI1ZmQtNjg0YWEyMDY1YjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
319,361,It Could Happen to You (1994),Comedy|Drama|Romance,110167,10660.0,https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@.jpg
320,362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213,10714.0,https://m.media-amazon.com/images/M/MV5BOWRhNDBlOWQtNjNjYS00MTRiLTlhMWUtZmY1YmYwMzU4NDQxXkEyXkFqcGdeQXVyNTM5NzI0NDY@.jpg
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472,41647.0,https://m.media-amazon.com/images/M/MV5BNzQ0OTM1NjQ2M15BMl5BanBnXkFtZTYwMzkwNTE5.jpg
322,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@.jpg
323,365,Little Buddha (1993),Drama,107426,1689.0,https://m.media-amazon.com/images/M/MV5BZWU5NDg0ZWItZGU3MS00ZmQyLTk2MDUtMDU4ODZmZDU2OWY5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
324,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686,11596.0,https://m.media-amazon.com/images/M/MV5BZjMzNzQwNmQtMTdhOC00MzVlLThlZmEtNTIwYmQyMjJkMjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
325,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475,854.0,https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
326,368,Maverick (1994),Adventure|Comedy|Western,110478,9359.0,https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
327,369,Mrs. Parker and the Vicious Circle (1994),Drama,110588,23333.0,https://m.media-amazon.com/images/M/MV5BNWUwMDdhZWMtOGZkYy00ZTg2LTgwNTktZDVhZDM1MmFhODI4XkEyXkFqcGdeQXVyMjA0MzYwMDY@.jpg
328,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622,36593.0,https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
329,371,"Paper, The (1994)",Comedy|Drama,110771,12280.0,https://m.media-amazon.com/images/M/MV5BNDI4YTJiZjgtY2RlNy00NTZjLWE2MTctZjFlNzFjODhkYjBjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
330,372,Reality Bites (1994),Comedy|Drama|Romance,110950,2788.0,https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
331,373,Red Rock West (1992),Thriller,105226,10427.0,https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@.jpg
332,374,Richie Rich (1994),Children|Comedy,110989,11011.0,https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@.jpg
333,376,"River Wild, The (1994)",Action|Thriller,110997,8987.0,https://m.media-amazon.com/images/M/MV5BYWQyYTZjNTYtNGRiMi00ZTVhLTk0ZWEtZDA0OTVmMDk4OGE2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
334,377,Speed (1994),Action|Romance|Thriller,111257,1637.0,https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
335,378,Speechless (1994),Comedy|Romance,111256,15128.0,https://m.media-amazon.com/images/M/MV5BYmMyMWY0MmMtYTQyZS00NDI4LTk4OTQtY2MxOGMwNzNjMWVmXkEyXkFqcGdeQXVyNDc2NjEyMw@@.jpg
336,379,Timecop (1994),Action|Sci-Fi|Thriller,111438,8831.0,https://m.media-amazon.com/images/M/MV5BOGUxOTI3OGUtY2UyYS00NzRmLTk2ODQtMGRjZGY2Mjk5NTczXkEyXkFqcGdeQXVyNDc2NjEyMw@@.jpg
337,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503,36955.0,https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
338,381,When a Man Loves a Woman (1994),Drama|Romance,111693,10449.0,https://m.media-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
339,382,Wolf (1994),Drama|Horror|Romance|Thriller,111742,10395.0,https://m.media-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
340,383,Wyatt Earp (1994),Western,111756,12160.0,https://m.media-amazon.com/images/M/MV5BZjU1ZWIxZTgtMzcxMS00NTA4LTliNDMtMzY1MjA2N2EzMzQ1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@.jpg
341,384,Bad Company (1995),Action|Crime|Drama,112443,40480.0,https://m.media-amazon.com/images/M/MV5BZDNkMGQwNTYtYTJjYi00NTk4LTllYTktMzVhYTkxNWZjNmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
342,385,"Man of No Importance, A (1994)",Drama,110455,52038.0,https://m.media-amazon.com/images/M/MV5BMTM0MTQxOTIwM15BMl5BanBnXkFtZTcwMTUyMTkxMQ@@.jpg
343,386,S.F.W. (1994),Drama,111048,29444.0,https://m.media-amazon.com/images/M/MV5BMTU4MTk0NjU3N15BMl5BanBnXkFtZTcwMzQxMTE3NA@@.jpg
344,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399,26352.0,https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@.jpg
345,388,Boys Life (1995),Drama,112570,39953.0,https://m.media-amazon.com/images/M/MV5BMTM0ODA1MzEwM15BMl5BanBnXkFtZTcwNjQ3ODYxMQ@@.jpg
346,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454,41580.0,https://m.media-amazon.com/images/M/MV5BMTM1NTEyNjQ3MF5BMl5BanBnXkFtZTcwMzg4NTYxMQ@@.jpg
347,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170,315.0,https://m.media-amazon.com/images/M/MV5BYzQzODhjOTktZDY2ZS00Y2E0LTgwZWEtNzdlOWI4MjY4OWMyXkEyXkFqcGdeQXVyMjUxOTQ5MzA@.jpg
348,391,Jason's Lyric (1994),Crime|Drama,110186,22067.0,https://m.media-amazon.com/images/M/MV5BMTgzMjQ1MjIwM15BMl5BanBnXkFtZTcwODIzOTkyMQ@@.jpg
349,393,Street Fighter (1994),Action|Adventure|Fantasy,111301,11667.0,https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@.jpg
350,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027,8011.0,https://m.media-amazon.com/images/M/MV5BNzZmNGNmMzgtMjA2YS00YzY3LThmMjYtOTVmMzg4ZGY2YWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
351,406,Federal Hill (1994),Drama,109785,171857.0,https://m.media-amazon.com/images/M/MV5BMTQxOTY4MzMzNF5BMl5BanBnXkFtZTcwMzM4MTMyMQ@@.jpg
352,407,In the Mouth of Madness (1995),Horror|Thriller,113409,2654.0,https://m.media-amazon.com/images/M/MV5BYjNkMWVkYTUtYzUwZi00ZWI1LTg3MzktZjVkNDQxZjFhOTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
353,408,8 Seconds (1994),Drama,109021,18069.0,https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
354,409,Above the Rim (1994),Crime|Drama,109035,19092.0,https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
355,410,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758.0,https://m.media-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
356,412,"Age of Innocence, The (1993)",Drama,106226,10436.0,https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
357,413,Airheads (1994),Comedy,109068,13595.0,https://m.media-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
358,414,"Air Up There, The (1994)",Comedy,109067,46094.0,https://m.media-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
359,415,Another Stakeout (1993),Comedy|Thriller,106292,9409.0,https://m.media-amazon.com/images/M/MV5BNWZmMzIwZTgtYmMyZi00ZWMwLWJjYzYtNGQzNTE1NmVlNjkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
360,416,Bad Girls (1994),Western,109198,11853.0,https://m.media-amazon.com/images/M/MV5BOTE4ODIwMzU0MF5BMl5BanBnXkFtZTcwNjgyOTcyMQ@@.jpg
361,417,Barcelona (1994),Comedy|Romance,109219,16771.0,https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg
362,418,Being Human (1993),Drama,106379,46924.0,https://m.media-amazon.com/images/M/MV5BZjJkNjQ1YjQtNmYzMC00ZmMzLWIwZDktNWJkNmE5NGMwOTNjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@.jpg
363,419,"Beverly Hillbillies, The (1993)",Comedy,106400,11041.0,https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
364,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,306.0,https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@.jpg
365,421,Black Beauty (1994),Adventure|Children|Drama,109279,14522.0,https://m.media-amazon.com/images/M/MV5BMjEwNTc3NzI4NF5BMl5BanBnXkFtZTcwOTk3MDcyMQ@@.jpg
366,422,Blink (1994),Thriller,109297,26203.0,https://m.media-amazon.com/images/M/MV5BMzcyNWE1YWMtN2VjYy00YTVmLWIyOTktNzQ2NTc1YjhiZDhlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg
367,423,Blown Away (1994),Action|Thriller,109303,178.0,https://m.media-amazon.com/images/M/MV5BMmYxYzA1YjYtYTNlNS00YzY4LWFlMDMtZjA2MzA2YWJlM2Q0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
368,424,Blue Chips (1994),Drama,109305,19819.0,https://m.media-amazon.com/images/M/MV5BMTMwMzI3MDk0MV5BMl5BanBnXkFtZTcwMzMxMzgyMQ@@.jpg
369,425,Blue Sky (1994),Drama|Romance,109306,57834.0,https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@.jpg
