movie_ix,movieId,category
1926,78637,1
1927,79134,3
1928,79185,4
1929,80166,1
1930,81229,0
1931,81564,4
1932,81591,2
1933,81834,4
1934,82202,1
1935,85259,0
1936,86068,0
1937,87520,1
1938,88125,4
1939,88405,1
1940,88744,4
1941,90249,0
1942,91535,0
1943,91630,4
1944,93510,4
1945,94503,1
1946,94677,4
1947,94777,4
1948,95067,0
1949,95170,0
1950,95738,0
1951,96004,3
1952,96588,4
1953,97913,3
1954,99532,0
1955,102481,0
1956,102716,3
1957,102993,3
1958,103141,4
1959,103228,3
1960,103372,0
1961,103384,1
1962,103801,0
1963,103810,0
1964,103819,0
1965,103883,0
1966,104211,4
1967,105213,0
1968,105653,4
1969,105844,2
1970,105954,3
1971,106491,1
1972,106540,0
1973,106916,4
1974,106918,2
1975,106920,2
1976,107013,0
1977,107449,0
1978,108156,0
1979,108190,1
1980,108932,2
1981,108945,0
1982,109576,1
1983,109723,0
1984,109864,0
1985,110130,1
1986,110553,4
1987,111113,0
1988,111617,0
1989,111743,1
1990,111781,4
1991,111844,0
1992,112138,3
1993,112175,2
1994,114180,1
1995,114818,0
1996,115502,0
1997,115617,4
1998,115877,0
1999,117368,0
2000,117529,4
2001,117572,0
2002,117590,0
2003,117851,0
2004,117922,0
2005,119141,0
2006,119155,1
2007,119964,0
2008,122896,1
2009,126548,0
2010,130450,1
2011,132157,1
2012,133419,0
2013,134368,4
2014,134393,4
2015,135133,4
2016,135536,1
2017,135861,0
2018,135887,1
2019,136016,0
2020,138036,4
2021,138186,0
2022,139642,0
2023,139717,0
2024,139915,0
2025,140301,0
2026,142536,1
2027,143245,0
2028,148675,0
2029,149380,0
2030,160565,3
2031,160872,0
2032,164909,2
2033,166492,0
2034,167036,0
2035,168248,2
2036,173307,0
2037,1952,3
2038,1953,2
2039,2160,2
2040,3006,3
2041,4017,3
2042,4036,0
2043,4903,0
2044,5617,2
2045,5673,2
2046,6711,2
2047,8464,2
2048,8622,2
2049,30707,2
2050,31410,2
2051,34437,3
2052,39183,3
2053,41997,2
2054,46976,2
2055,52281,3
2056,53519,3
2057,54503,2
2058,55820,2
2059,56171,4
2060,56782,2
2061,56788,4
2062,60766,2
2063,61323,2
2064,64575,0
2065,66097,3
2066,68536,0
2067,71464,3
2068,29,2
2069,175,2
2070,272,2
2071,334,3
2072,741,2
2073,1050,3
2074,1175,2
2075,1217,2
2076,1218,2
2077,1232,3
2078,1233,2
2079,1237,2
2080,1243,2
2081,1248,2
2082,1249,2
2083,1274,2
2084,1284,2
2085,1425,0
2086,1464,0
2087,1711,4
2088,1809,3
2089,1859,0
2090,1884,2
2091,1960,2
2092,2579,3
2093,2686,2
2094,2726,2
2095,2730,3
2096,2912,3
2097,3030,2
2098,3181,3
2099,3265,3
2100,3822,3
2101,4235,2
2102,5333,0
2103,6234,0
2104,6387,0
2105,6721,0
2106,6773,3
2107,6790,0
2108,6857,2
2109,6920,3
2110,6989,3
2111,7064,3
2112,7069,3
2113,7123,3
2114,7587,3
2115,7924,0
2116,7932,3
2117,8012,3
2118,8228,3
2119,8370,2
2120,2405,0
2121,3556,3
2122,4855,2
2123,5064,4
2124,5791,3
2125,31696,4
2126,35836,3
2127,47610,4
2128,57368,4
2129,61024,4
2130,61132,2
2131,86882,2
2132,102407,3
2133,132660,3
2134,122912,4
2135,122916,2
2136,176371,2
2137,187541,0
2138,187593,4
2139,238,0
2140,421,0
2141,808,4
2142,969,2
2143,1083,4
2144,1262,2
2145,1287,2
2146,1387,2
2147,1592,1
2148,2032,0
2149,2142,0
2150,2151,4
2151,2311,2
2152,2530,0
2153,2532,0
2154,2876,0
2155,2886,1
2156,3037,2
2157,3350,3
2158,3451,2
2159,3519,0
2160,3654,4
2161,3791,0
2162,3836,2
2163,23,0
2164,147,3
2165,211,3
2166,428,2
2167,456,3
2168,481,0
2169,507,4
2170,635,0
2171,714,2
2172,851,0
2173,1120,3
2174,1171,3
2175,1253,2
2176,1271,3
2177,1303,2
2178,1459,0
2179,1480,3
2180,1678,3
2181,1785,3
2182,2021,3
2183,2231,2
2184,2272,0
2185,2358,0
2186,2618,4
2187,2841,4
2188,2908,3
2189,2952,3
2190,3020,2
2191,3100,2
2192,3105,2
2193,3107,4
2194,3169,3
2195,3178,4
2196,3198,2
2197,3246,2
2198,3250,0
2199,3252,2
2200,3256,4
2201,3260,2
2202,3271,2
2203,3272,3
2204,3360,3
2205,3543,3
2206,3783,2
2207,3950,3
2208,3980,4
2209,4047,2
2210,4211,3
2211,4238,0
2212,4251,0
2213,4343,0
2214,4626,0
2215,4688,3
2216,4772,0
2217,4787,3
2218,5009,0
2219,5010,3
2220,5055,0
2221,5152,0
2222,5267,3
2223,5292,2
2224,5329,0
2225,5446,3
2226,5577,2
2227,5632,3
2228,5682,3
2229,5747,2
2230,5945,3
2231,5955,4
2232,6281,0
2233,6428,0
2234,6537,4
2235,6552,3
2236,6565,4
2237,6617,3
2238,6796,3
2239,6817,0
2240,6867,2
2241,6884,0
2242,6947,3
2243,6953,3
2244,6957,4
2245,6974,0
2246,6993,3
2247,6997,0
2248,7009,0
2249,7025,3
2250,7090,4
2251,7263,4
2252,7481,3
2253,7649,4
2254,7706,3
2255,7841,0
2256,7842,0
2257,7884,0
2258,8010,0
2259,8132,4
2260,8378,0
2261,8493,0
2262,8495,0
2263,8633,3
2264,8810,1
2265,8874,2
2266,8914,2
2267,8937,3
2268,8951,3
2269,8977,1
2270,8982,0
2271,8983,4
2272,26649,3
2273,26695,0
2274,26750,0
2275,26812,0
2276,26901,0
2277,27408,3
2278,27450,0
2279,27788,0
2280,27793,1
2281,31101,0
2282,31116,3
2283,31225,0
2284,31420,0
2285,33166,4
2286,33558,0
2287,33660,2
2288,34536,0
2289,36517,4
2290,36527,3
2291,37731,3
2292,37739,4
2293,38886,3
2294,39381,3
2295,39444,3
2296,40278,4
2297,40414,4
2298,40583,4
2299,41569,0
2300,41863,3
2301,42004,3
2302,43396,3
2303,43921,0
2304,43928,1
2305,43936,0
2306,44195,2
2307,44204,0
2308,44761,2
2309,45658,0
2310,46723,3
2311,47629,3
2312,47644,0
2313,47894,3
2314,48326,0
2315,48385,2
2316,48738,2
2317,48879,3
2318,49265,0
2319,49530,4
2320,49822,3
2321,49961,3
2322,50068,2
2323,50442,0
2324,51080,4
2325,51255,2
2326,51471,0
2327,51935,4
2328,52042,0
2329,52241,3
2330,52328,4
2331,52952,2
2332,53123,3
2333,53550,3
2334,53953,4
2335,54736,4
2336,54962,0
2337,54997,4
2338,55080,0
2339,55094,0
2340,55116,0
2341,55274,0
2342,55363,2
2343,55721,4
2344,55908,4
2345,56145,3
2346,56587,4
2347,56607,0
2348,56921,4
2349,58293,1
2350,58803,2
2351,59018,0
2352,59129,1
2353,59387,4
2354,60046,0
2355,60389,0
2356,60647,0
2357,60674,0
2358,60735,0
2359,60753,0
2360,60941,0
2361,60943,0
2362,61011,0
2363,61167,0
2364,61210,0
2365,61236,0
2366,61248,0
2367,61350,1
2368,61352,3
2369,61628,0
2370,61986,0
2371,62374,4
2372,62376,0
2373,62394,0
2374,62792,0
2375,62799,0
2376,62849,4
2377,63033,0
2378,63062,3
2379,63433,3
2380,64030,1
2381,64497,1
2382,64716,2
2383,64983,3
2384,64997,0
2385,65216,3
2386,65682,4
2387,65982,0
2388,67534,0
2389,68205,0
2390,69849,0
2391,70336,1
2392,71106,4
2393,71135,0
2394,953,2
2395,1204,2
2396,1242,2
2397,1772,1
2398,1792,4
2399,1939,3
2400,1945,2
2401,2301,3
2402,3363,2
2403,4980,0
2404,7156,2
2405,7379,3
2406,26554,3
2407,26729,2
2408,64620,2
2409,87306,4
2410,98961,4
2411,96821,2
2412,605,4
2413,612,1
2414,1099,3
2415,1231,2
2416,1353,0
2417,1361,3
2418,1363,4
2419,1393,4
2420,74,4
2421,78,0
2422,194,3
2423,203,4
2424,246,2
2425,471,3
2426,786,1
2427,1104,2
2428,1429,4
2429,1458,3
2430,28,3
2431,94,2
2432,249,4
2433,307,2
2434,308,2
2435,322,3
2436,385,3
2437,446,3
2438,452,0
2439,562,3
2440,580,0
2441,613,3
2442,715,3
2443,805,4
2444,994,2
2445,1027,0
2446,1056,0
2447,1177,3
2448,1280,2
2449,1365,3
2450,1399,0
2451,1446,2
2452,1476,4
2453,1487,0
2454,1537,2
2455,1545,3
2456,1621,1
2457,1633,3
2458,1643,3
2459,1672,4
2460,1673,2
2461,1799,4
2462,1801,4
2463,1841,0
2464,2112,0
2465,2310,3
2466,2333,3
2467,2357,2
2468,2391,3
2469,2443,4
2470,2501,4
2471,2690,3
2472,2875,0
2473,2943,3
2474,3997,1
2475,5146,0
2476,5449,4
2477,6242,3
2478,6567,0
2479,6618,4
2480,26606,3
2481,27193,4
2482,27728,0
2483,27801,4
2484,31184,4
2485,44974,4
2486,544,1
2487,2269,1
2488,2735,1
2489,2794,1
2490,3066,2
2491,3270,0
2492,3347,2
2493,3362,2
2494,3766,1
2495,3861,0
2496,4220,2
2497,5093,1
2498,5312,1
2499,6662,3
2500,585,1
2501,2342,3
2502,3019,2
2503,82,2
2504,121,3
2505,199,3
2506,228,1
2507,306,2
2508,514,3
2509,685,0
2510,3285,0
2511,3968,0
2512,4890,4
2513,6708,4
2514,6763,1
2515,7173,0
2516,7444,0
2517,8981,3
2518,54001,4
2519,55280,3
2520,56941,3
2521,59725,0
2522,61240,2
2523,65230,4
2524,71033,2
2525,85774,2
2526,86781,3
2527,87869,4
2528,89759,3
2529,93840,2
2530,96829,2
2531,97921,2
2532,100714,3
2533,101525,3
2534,103980,3
2535,111659,4
2536,111921,4
2537,112290,2
2538,115569,2
2539,116897,2
2540,125916,1
2541,128360,3
2542,136864,1
2543,122,1
2544,144,3
2545,227,1
2546,408,0
2547,413,0
2548,418,0
2549,424,1
2550,433,1
2551,436,0
2552,459,1
2553,550,4
2554,639,0
2555,782,1
2556,1191,0
2557,1343,3
2558,1431,1
2559,1453,1
2560,1468,1
2561,1488,1
2562,1513,1
2563,1667,1
2564,1726,1
2565,1810,3
2566,1835,4
2567,1975,1
2568,1976,1
2569,2146,4
2570,2155,3
2571,2236,3
2572,2297,4
2573,2306,0
2574,2352,2
2575,2404,1
2576,2433,0
2577,2497,1
2578,2500,1
2579,2505,4
2580,2568,0
2581,2574,1
2582,2598,4
2583,2702,0
2584,2713,1
2585,2771,4
2586,2795,2
2587,2796,0
2588,2805,0
2589,2827,1
2590,2861,0
2591,2871,2
2592,2890,2
2593,2906,1
2594,3098,2
2595,3120,0
2596,3142,3
2597,3177,0
2598,3186,0
2599,3208,1
2600,3259,0
2601,3261,0
2602,3298,4
2603,3326,0
2604,3502,0
2605,3552,4
2606,3646,1
2607,3694,1
2608,3695,1
2609,3764,0
2610,3824,1
2611,3841,0
2612,3946,0
2613,3987,1
2614,4008,3
2615,4041,3
2616,4062,0
2617,4067,0
2618,4084,4
2619,4102,0
2620,4132,0
2621,4153,1
2622,4155,4
2623,4207,1
2624,4280,3
2625,4293,1
2626,4317,1
2627,4321,3
2628,4322,2
2629,4333,3
2630,4349,3
2631,4351,0
2632,4359,3
2633,4361,2
2634,4396,0
2635,4442,0
2636,4466,0
2637,4477,1
2638,4482,0
2639,4487,0
2640,4509,0
2641,4516,0
2642,4541,0
2643,4564,0
2644,4565,0
2645,4577,3
2646,4623,3
2647,4629,1
2648,4654,0
2649,4679,0
2650,4686,1
2651,57,0
2652,259,0
2653,484,0
2654,519,1
2655,828,0
2656,1105,1
2657,18,4
2658,663,3
2659,737,1
2660,833,1
2661,836,1
2662,889,3
2663,69,4
2664,934,4
2665,1005,1
2666,1033,3
2667,1390,1
2668,1442,4
2669,1615,3
2670,1642,1
2671,1753,4
2672,1769,0
2673,1863,1
2674,1866,0
2675,1934,3
2676,2042,0
2677,2064,2
2678,2106,3
2679,2124,4
2680,2195,0
2681,2431,4
2682,2504,0
2683,2718,0
2684,2731,2
2685,3004,1
2686,3196,2
2687,3249,0
2688,3268,1
2689,3274,4
2690,3385,1
2691,4104,1
2692,4502,1
2693,4929,1
2694,4958,0
2695,4974,1
2696,5151,4
2697,5220,1
2698,5283,0
2699,5307,0
2700,5308,4
2701,5500,2
2702,5528,3
2703,5568,0
2704,5582,0
2705,5585,1
2706,5589,0
2707,7294,0
2708,33495,0
2709,53993,0
2710,391,0
2711,2121,1
2712,2942,1
2713,3844,4
2714,3969,2
2715,4474,0
2716,4975,3
2717,5108,1
2718,6765,0
2719,7160,3
2720,8966,0
2721,45950,2
2722,47423,3
2723,51931,3
2724,53894,2
2725,63876,3
2726,68932,0
2727,69712,0
2728,72395,3
2729,79242,3
2730,82767,0
2731,96567,0
2732,96811,4
2733,97923,3
2734,100383,4
2735,106100,2
2736,108729,0
2737,112804,0
2738,117881,3
2739,132424,1
2740,137337,3
2741,140174,2
2742,140247,4
2743,140715,3
2744,145839,0
2745,146656,2
2746,159817,2
2747,163645,2
2748,166643,4
2749,171011,2
2750,1320,0
2751,5882,0
2752,8371,1
2753,909,2
2754,1251,2
2755,1273,2
2756,1289,2
2757,2164,1
2758,2553,3
2759,2732,2
2760,2925,3
2761,3221,3
2762,3415,3
2763,3730,2
2764,4282,3
2765,4399,3
2766,4658,3
2767,4914,3
2768,4928,3
2769,5004,3
2770,5021,0
2771,5810,4
2772,5932,3
2773,6239,0
2774,6663,3
2775,6666,3
2776,6975,3
2777,7063,2
2778,7206,3
2779,7247,3
2780,7327,3
2781,7396,3
2782,7700,3
2783,7748,3
2784,8143,3
2785,8157,3
2786,8235,3
2787,8253,3
2788,8379,0
2789,8879,3
2790,8928,3
2791,8974,4
2792,26258,3
2793,26326,3
2794,26422,0
2795,27156,2
2796,27513,0
2797,32657,2
2798,32659,0
2799,32875,0
2800,32898,3
2801,33781,0
2802,37545,3
2803,44719,0
2804,45880,3
2805,46062,1
2806,46862,3
2807,52885,2
2808,62336,2
2809,62644,3
2810,63312,0
2811,64278,3
2812,66335,0
2813,79224,1
2814,81018,0
2815,81562,2
2816,82848,3
2817,85796,1
2818,88911,0
2819,90522,1
2820,90746,4
2821,91094,4
2822,92046,0
2823,92427,1
2824,92475,3
2825,93114,0
2826,93326,4
2827,96606,3
2828,97225,1
2829,97304,2
2830,100498,1
2831,101072,0
2832,103171,1
2833,104283,2
2834,104913,4
2835,105250,3
2836,107338,0
2837,107565,1
2838,111732,3
2839,113374,0
2840,114335,0
2841,115203,0
2842,122898,1
2843,127146,0
2844,128695,0
2845,134170,3
2846,134515,0
2847,135143,4
2848,135456,3
2849,136018,0
2850,136305,1
2851,136564,0
2852,137857,3
2853,138208,0
2854,139644,3
2855,140928,3
2856,142074,1
2857,142448,0
2858,142602,1
2859,142961,0
2860,142997,0
2861,143859,0
2862,143969,0
2863,149406,4
2864,151759,0
2865,156607,1
2866,160569,1
2867,164280,3
2868,165969,3
2869,167370,1
2870,168254,4
2871,168492,3
2872,170705,2
2873,170875,1
2874,171701,3
2875,171759,0
2876,172013,0
2877,172461,0
2878,174055,3
2879,174141,3
2880,174403,0
2881,174737,0
2882,175485,1
2883,175661,1
2884,175693,0
2885,175705,3
2886,175707,0
2887,175743,0
2888,175781,0
2889,179073,0
2890,188301,3
2891,190183,3
2892,387,0
2893,479,1
2894,482,3
2895,522,3
2896,781,3
2897,1011,4
2898,1014,0
2899,1235,2
2900,1244,2
2901,1301,3
2902,1350,3
2903,1873,3
2904,1997,2
2905,1999,0
2906,2159,3
2907,2183,3
2908,2265,1
2909,2322,0
2910,2356,0
2911,2363,1
2912,2379,1
2913,2380,1
2914,2408,1
2915,2454,4
2916,2524,3
2917,2533,0
2918,2554,0
2919,2587,0
2920,2613,0
2921,2615,0
2922,2634,4
2923,2661,0
2924,2664,3
2925,2752,0
2926,2978,0
2927,3115,3
2928,3148,2
2929,3388,1
2930,3430,0
2931,3614,0
2932,3799,1
2933,3814,2
2934,3917,3
2935,3918,0
2936,3959,4
2937,4215,1
2938,4241,1
2939,4255,1
2940,4267,3
2941,4291,1
2942,4340,1
2943,4437,3
2944,4464,3
2945,4496,0
2946,4508,3
2947,4591,0
2948,4713,3
2949,4876,1
2950,4971,0
2951,4992,4
2952,5040,1
2953,5339,3
2954,5505,3
2955,5672,1
2956,5712,3
2957,6323,4
2958,6371,1
2959,6659,3
2960,6786,3
2961,6793,1
2962,6873,4
2963,6880,1
2964,7000,0
2965,7004,0
2966,7007,4
2967,7040,0
2968,7163,1
2969,7757,3
2970,7983,2
2971,8623,3
2972,26680,3
2973,34338,3
2974,39414,0
2975,42723,0
2976,45666,1
2977,48877,1
2978,52722,0
2979,57532,1
2980,59306,1
2981,60487,2
2982,33646,0
2983,50794,0
2984,51077,1
2985,52245,0
2986,54995,4
2987,54999,4
2988,56801,1
2989,65514,3
2990,69481,2
2991,86892,4
2992,93721,4
2993,93838,2
2994,110501,2
2995,748,1
2996,916,3
2997,1125,4
2998,1982,2
2999,1293,2
3000,198,3
3001,473,1
3002,518,1
3003,707,0
3004,728,3
3005,861,2
3006,897,3
3007,942,3
3008,951,2
3009,955,2
3010,1184,3
3011,1254,3
3012,1268,3
3013,1277,2
3014,1388,1
3015,1416,3
3016,1498,0
3017,1564,3
3018,1646,1
3019,1670,0
3020,1858,0
3021,1912,2
3022,2009,3
3023,2067,2
3024,2102,3
3025,2202,2
3026,2289,2
3027,2429,1
3028,2476,3
3029,2681,0
3030,2759,3
3031,2917,2
3032,2922,3
3033,2935,2
3034,2961,1
3035,3045,3
3036,3334,2
3037,3426,0
3038,3446,0
3039,3494,2
3040,3507,2
3041,3593,1
3042,3628,0
3043,3632,3
3044,3643,3
3045,3769,3
3046,3773,1
3047,3774,1
3048,3811,3
3049,3901,0
3050,3937,1
3051,280,4
3052,928,2
3053,1151,2
3054,1428,0
3055,1631,3
3056,1696,0
3057,1797,2
3058,1944,3
3059,2020,2
3060,2075,3
3061,3075,3
3062,3230,3
3063,3461,3
3064,3498,2
3065,3504,2
3066,6460,2
3067,2739,2
3068,6058,0
3069,6541,1
3070,6564,1
3071,27660,2
3072,27706,3
3073,27808,3
3074,48043,3
3075,49130,4
3076,49649,1
3077,50804,4
3078,51086,0
3079,59501,4
3080,60072,0
3081,60126,0
3082,63072,4
3083,67734,0
3084,68554,4
3085,68848,4
3086,74228,3
3087,78105,1
3088,79357,4
3089,80693,3
3090,82461,0
3091,83369,0
3092,86911,0
3093,87430,1
3094,89492,2
3095,89864,3
3096,90866,4
3097,96861,1
3098,99149,3
3099,102123,0
3100,103042,4
3101,103341,3
3102,104863,0
3103,106002,0
3104,107348,3
3105,107406,2
3106,111360,0
3107,113741,0
3108,114662,4
3109,114678,3
3110,114935,2
3111,115210,4
3112,115680,3
3113,118696,4
3114,128512,1
3115,135518,0
3116,142222,3
3117,143355,4
3118,158966,3
3119,161131,3
3120,166534,4
3121,168250,3
3122,170827,0
3123,171763,2
3124,172591,4
3125,173925,3
3126,174053,2
3127,175303,4
3128,176601,4
3129,179401,0
3130,179819,4
3131,182715,0
3132,183611,0
3133,184471,4
3134,185031,4
3135,187595,4
3136,1202,2
3137,1965,3
3138,3088,2
3139,4105,3
3140,6104,2
3141,7022,2
3142,7132,2
3143,7387,3
3144,7980,2
3145,8376,3
3146,8873,2
3147,27846,3
3148,27904,3
3149,30810,3
3150,33779,3
3151,45728,2
3152,53000,4
3153,54259,4
3154,64285,3
3155,67997,2
3156,77800,3
3157,86290,0
3158,86504,2
3159,89753,4
3160,89904,2
3161,92494,3
3162,92535,2
3163,95858,3
3164,98491,2
3165,102217,3
3166,104069,3
3167,365,3
3168,968,3
3169,1096,2
3170,1762,0
3171,1889,3
3172,2313,2
3173,2905,2
3174,3041,1
3175,4023,4
3176,4128,2
3177,4380,2
3178,4448,3
3179,4773,0
3180,4964,0
3181,5026,2
3182,5225,2
3183,5291,2
3184,5417,3
3185,5690,2
3186,5878,2
3187,5954,2
3188,6188,3
3189,6214,2
3190,6218,3
3191,6296,2
3192,6331,2
3193,6385,3
3194,6936,4
3195,6944,4
3196,7139,3
3197,7162,2
3198,7235,3
3199,7360,4
3200,7411,1
3201,7743,0
3202,7930,0
3203,7982,3
3204,8014,2
3205,8093,0
3206,8645,2
3207,8795,3
3208,8832,0
3209,26504,0
3210,27020,3
3211,27266,2
3212,27523,3
3213,27869,3
3214,33683,0
3215,34072,2
3216,42632,3
3217,255,1
3218,523,0
3219,535,3
3220,1216,4
3221,1326,1
3222,1382,1
3223,1541,1
3224,1956,2
3225,2257,0
3226,2312,4
3227,2316,0
3228,2401,4
3229,2956,0
3230,2966,3
3231,3029,0
3232,3074,2
3233,3201,2
3234,3262,0
3235,3444,0
3236,4079,3
3237,4149,0
3238,4158,1
3239,4203,0
3240,4231,0
3241,4465,3
3242,4499,2
3243,4537,3
3244,4572,0
3245,4581,0
3246,4585,3
3247,4611,0
3248,4616,3
3249,5023,3
3250,5265,3
3251,5548,0
3252,5644,0
3253,6022,1
3254,6025,0
3255,6124,0
3256,6313,1
3257,6636,3
3258,6754,4
3259,6832,3
3260,6979,4
3261,6996,1
3262,7015,0
3263,7027,4
3264,7028,3
3265,7046,3
3266,7048,3
3267,7127,0
3268,7325,4
3269,7493,3
3270,7624,0
3271,7647,0
3272,7766,3
3273,8024,0
3274,8158,0
3275,5628,4
3276,8604,0
3277,8605,0
3278,875,0
3279,932,4
3280,1017,4
3281,1019,3
3282,1292,3
3283,1381,1
3284,1515,1
3285,1635,2
3286,1703,1
3287,2125,4
3288,2334,1
3289,2340,0
3290,2385,1
3291,2471,4
3292,2560,0
3293,2567,0
3294,2662,3
3295,2728,2
3296,2803,0
3297,2881,4
3298,2950,1
3299,3077,0
3300,3452,0
3301,3553,1
3302,3554,0
3303,3653,3
3304,3675,3
3305,3707,0
3306,3786,0
3307,3978,4
3308,3981,1
3309,4015,1
3310,4068,0
3311,4069,1
3312,4124,1
3313,4141,1
3314,4326,4
3315,4356,3
3316,4372,0
3317,4387,4
3318,4388,1
3319,4639,1
3320,4677,4
3321,4681,3
3322,4823,4
3323,4877,0
3324,4969,0
3325,5049,3
3326,5400,1
3327,5444,4
3328,5541,4
3329,5553,0
3330,6193,4
3331,6383,1
3332,6595,0
3333,6707,1
3334,6753,4
3335,6755,3
3336,6879,4
3337,6893,4
3338,6939,0
3339,7010,0
3340,7137,3
3341,7256,2
3342,7320,4
3343,7346,4
3344,7454,1
3345,7541,0
3346,7566,3
3347,8366,2
3348,8677,1
3349,8781,0
3350,8807,4
3351,8861,4
3352,8866,1
3353,8910,2
3354,8947,1
3355,8968,4
3356,8985,1
3357,26712,3
3358,26778,0
3359,26871,0
3360,27473,0
3361,27539,0
3362,27705,0
3363,30822,3
3364,31049,0
3365,32598,0
3366,33154,2
3367,33437,0
3368,33672,3
3369,34153,3
3370,34542,3
3371,40732,4
3372,40959,3
3373,41571,4
3374,41573,0
3375,41724,0
3376,42018,0
3377,42718,4
3378,42738,4
3379,44004,0
3380,44709,3
3381,44788,3
3382,45431,4
3383,45501,0
3384,45720,4
3385,45726,1
3386,45928,3
3387,46322,0
3388,46948,4
3389,47970,4
3390,47978,0
3391,47999,4
3392,48342,3
3393,48696,3
3394,49274,1
3395,49772,2
3396,50658,0
3397,50685,4
3398,50740,3
3399,50806,0
3400,51709,2
3401,51884,3
3402,52287,4
3403,52435,3
3404,52458,0
3405,52767,3
3406,52975,4
3407,53435,1
3408,54004,4
3409,54116,0
3410,54121,0
3411,54281,3
3412,54734,0
3413,54881,4
3414,55052,4
3415,55112,0
3416,55190,0
3417,55232,0
3418,55253,0
3419,55267,4
3420,55282,0
3421,55620,0
3422,55830,0
3423,56152,4
3424,56251,4
3425,56336,3
3426,56339,3
3427,56379,0
3428,57951,1
3429,58078,0
3430,58107,0
3431,58162,3
3432,58347,0
3433,58839,0
3434,59126,4
3435,59220,0
3436,59258,0
3437,59440,0
3438,59731,0
3439,60363,0
3440,60514,1
3441,62155,3
3442,62293,3
3443,62956,3
3444,62999,4
3445,64622,3
3446,65188,4
3447,66198,0
3448,66665,3
3449,67087,4
3450,67267,4
3451,67408,0
3452,67618,0
3453,68659,4
3454,68952,3
3455,69069,4
3456,69394,0
3457,69524,4
3458,69784,3
3459,69904,0
3460,70492,0
3461,70521,0
3462,70990,0
3463,71282,4
3464,72167,0
3465,72489,4
3466,72591,0
3467,73023,3
3468,74154,0
3469,74508,3
3470,74668,4
3471,74946,4
3472,76751,0
3473,78467,1
3474,78703,0
3475,79057,0
3476,80860,4
3477,81910,0
3478,83134,4
3479,83803,0
3480,84772,4
3481,85780,0
3482,86293,1
3483,86377,2
3484,86833,2
3485,89087,1
3486,89470,3
3487,90576,0
3488,92420,2
3489,93287,4
3490,94959,2
3491,95218,0
3492,95624,0
3493,95875,0
3494,96110,4
3495,114762,0
3496,4744,1
3497,4880,4
3498,1172,2
3499,1300,2
3500,1955,3
3501,1959,2
3502,1962,4
3503,3152,2
3504,3359,2
3505,3468,2
3506,91077,2
3507,2136,1
3508,44193,3
3509,45221,0
3510,47122,1
3511,47518,1
3512,48414,0
3513,50601,0
3514,53460,0
3515,55768,0
3516,68135,0
3517,69278,0
3518,71518,0
3519,72226,2
3520,74647,1
3521,75805,0
3522,76293,0
3523,87485,0
3524,92509,0
3525,93272,1
3526,99106,1
3527,101612,0
3528,105037,0
3529,109483,1
3530,111320,1
3531,112450,1
3532,112788,1
3533,113378,1
3534,114074,0
3535,123947,0
3536,127202,4
3537,128520,0
3538,131013,0
3539,138204,4
3540,149354,1
3541,151739,0
3542,926,2
3543,949,3
3544,1041,2
3545,1185,3
3546,2010,3
3547,2360,2
3548,2594,2
3549,3089,2
3550,3307,2
3551,4103,2
3552,4427,3
3553,4546,3
3554,5300,0
3555,5304,3
3556,5341,3
3557,5434,3
3558,5812,2
3559,5867,3
3560,6235,3
3561,6244,0
3562,6270,3
3563,6301,3
3564,6305,3
3565,6591,2
3566,6791,2
3567,6852,3
3568,6858,0
3569,7087,3
3570,7158,3
3571,7234,2
3572,7419,3
3573,7889,0
3574,8154,3
3575,8183,0
3576,8340,3
3577,8341,0
3578,8804,3
3579,8838,3
3580,26350,3
3581,26578,3
3582,27721,3
3583,31522,3
3584,39292,2
3585,44937,3
3586,48698,3
3587,50274,3
3588,52967,3
3589,55069,3
3590,55444,3
3591,55814,3
3592,57147,0
3593,58103,0
3594,58154,4
3595,6303,3
3596,7001,3
3597,2318,3
3598,7669,2
3599,39446,1
3600,55577,1
3601,63436,0
3602,72129,0
3603,81535,0
3604,20,0
3605,2792,4
3606,164,3
3607,1189,3
3608,1192,2
3609,2659,1
3610,3197,0
3611,3266,2
3612,3425,3
3613,3576,3
3614,4887,1
3615,6059,4
3616,6952,4
3617,60030,4
3618,69654,0
3619,75395,0
3620,78266,0
3621,78349,4
3622,80363,1
3623,80831,4
3624,81417,1
3625,82041,0
3626,84189,0
3627,84601,4
3628,85397,0
3629,90405,3
3630,90469,0
3631,91974,4
3632,93297,4
3633,96691,0
3634,96917,0
3635,98361,0
3636,100810,1
3637,103075,1
3638,103688,4
3639,2381,1
3640,2383,1
3641,2384,0
3642,4386,1
3643,4989,1
3644,5065,4
3645,5094,1
3646,5106,1
3647,5296,1
3648,5414,0
3649,5803,1
3650,5874,1
3651,5900,1
3652,6006,1
3653,6014,1
3654,6249,1
3655,6338,1
3656,6484,0
3657,6536,4
3658,6550,0
3659,6566,0
3660,6586,0
3661,6593,0
3662,6686,1
3663,6687,1
3664,6702,1
3665,6750,0
3666,6752,0
3667,6764,0
3668,6886,0
3669,6887,4
3670,6946,3
3671,6949,0
3672,6958,1
3673,7142,0
3674,3155,4
3675,27397,2
3676,55442,2
3677,58303,0
3678,14,2
3679,55,3
3680,154,3
3681,214,3
3682,287,0
3683,299,3
3684,321,3
3685,324,3
3686,326,3
3687,331,0
3688,369,3
